id,timestamp,Hum,Temp,N,P,K,pH,EC,OC_est,Label_KMeans
6,2026-05-13 12:26:16.378126,96.7,32.6,40,138,131,5.4,376,0.617524,Subur
7,2026-05-13 12:27:18.586023,97.2,32.5,39,137,130,5.5,374,0.61387,Subur
8,2026-05-13 12:28:20.652853,96.7,32.5,39,137,130,5.6,374,0.610557,Subur
9,2026-05-13 12:29:22.916488,96.7,32.5,39,136,129,5.6,372,0.610557,Subur
10,2026-05-13 12:30:24.841741,97.2,32.4,38,136,129,5.7,371,0.606902,Subur
11,2026-05-13 19:31:26.881682,97.2,32.4,38,135,128,5.7,370,0.606902,Subur
12,2026-05-13 19:32:28.854293,97.2,32.4,38,135,128,5.7,369,0.606902,Subur
13,2026-05-13 19:33:30.968369,97.2,32.3,38,134,127,5.8,368,0.603589,Subur
14,2026-05-13 19:34:32.861509,96.3,32.3,38,134,127,5.8,367,0.603589,Subur
15,2026-05-13 19:35:34.973554,96.7,32.3,38,134,127,5.9,367,0.600275,Subur
16,2026-05-13 19:36:37.043642,96.7,32.3,37,133,126,5.9,366,0.599935,Subur
17,2026-05-13 19:37:39.101403,96.7,32.2,37,133,126,5.9,365,0.599935,Subur
18,2026-05-13 19:38:41.205954,96.7,32.2,37,133,126,5.9,365,0.599935,Subur
19,2026-05-13 19:39:43.369966,96.7,32.2,37,132,125,6.0,364,0.596621,Subur
20,2026-05-13 19:40:45.402925,96.7,32.2,37,132,125,6.0,363,0.596621,Subur
21,2026-05-13 19:41:47.77756,96.7,32.1,37,131,124,6.0,362,0.596621,Subur
22,2026-05-13 19:42:49.795986,96.7,32.1,37,131,124,6.0,362,0.596621,Subur
23,2026-05-13 19:43:51.965409,96.7,32.1,37,131,124,6.1,362,0.593308,Subur
24,2026-05-13 19:44:53.94556,97.2,32.1,37,131,124,6.1,362,0.593308,Subur
25,2026-05-13 19:45:56.079195,96.3,32.1,36,131,124,6.1,361,0.592967,Subur
26,2026-05-13 19:46:58.165277,97.2,32.1,36,130,123,6.1,360,0.592967,Subur
27,2026-05-13 19:48:00.433497,96.7,32.1,36,130,123,6.1,360,0.592967,Subur
28,2026-05-13 19:49:02.378948,96.7,32.1,36,130,123,6.1,360,0.592967,Subur
29,2026-05-13 19:50:04.496354,96.7,32.0,36,130,123,6.2,359,0.589653,Subur
30,2026-05-13 19:51:06.391345,96.7,32.0,36,129,122,6.2,358,0.589653,Subur
31,2026-05-13 19:52:08.807403,96.7,32.0,36,129,122,5.8,358,0.602908,Subur
32,2026-05-13 19:53:10.78178,96.3,32.0,36,129,122,5.9,358,0.599594,Subur
33,2026-05-13 19:54:13.074901,96.3,32.0,36,129,122,6.0,358,0.596281,Subur
34,2026-05-13 19:55:15.023015,97.2,32.0,36,129,122,6.1,357,0.592967,Subur
35,2026-05-13 19:56:17.134148,96.7,32.0,36,129,122,6.1,357,0.592967,Subur
36,2026-05-13 19:57:19.194488,96.7,32.0,35,128,121,6.2,355,0.589313,Subur
37,2026-05-13 19:58:21.66424,96.3,32.0,35,128,121,6.2,355,0.589313,Subur
38,2026-05-13 19:59:23.674074,96.3,32.0,35,128,121,6.2,355,0.589313,Subur
39,2026-05-13 20:00:26.007137,96.7,32.0,35,127,120,6.2,354,0.589313,Subur
40,2026-05-13 20:01:28.10765,96.3,31.9,35,127,120,6.3,354,0.585999,Subur
41,2026-05-13 20:02:30.339057,96.7,31.9,35,127,120,6.3,354,0.585999,Subur
42,2026-05-13 20:03:32.306674,96.7,31.9,35,127,120,6.3,353,0.585999,Subur
43,2026-05-13 20:04:34.436775,96.7,31.9,35,127,120,6.3,353,0.585999,Subur
44,2026-05-13 20:05:36.623632,96.3,31.9,35,127,119,6.3,352,0.585999,Subur
45,2026-05-13 20:06:38.570613,96.3,31.9,35,127,119,6.3,352,0.585999,Subur
46,2026-05-13 20:07:40.569665,96.3,31.9,34,126,119,6.3,351,0.585659,Subur
47,2026-05-13 20:08:42.838446,96.3,31.9,34,126,119,6.3,351,0.585659,Subur
48,2026-05-13 20:09:44.739126,96.3,31.8,34,126,119,6.4,351,0.582345,Subur
49,2026-05-13 20:10:46.97916,96.3,31.9,34,126,119,6.4,351,0.582345,Subur
50,2026-05-13 20:11:48.985912,96.7,31.8,34,126,119,6.4,351,0.582345,Subur
51,2026-05-13 20:12:54.08991,96.7,31.8,34,126,118,6.4,350,0.582345,Subur
52,2026-05-13 20:13:56.688848,96.3,31.8,34,126,118,6.4,350,0.582345,Subur
53,2026-05-13 20:14:59.185344,96.7,31.8,34,126,118,6.4,350,0.582345,Subur
54,2026-05-13 20:16:01.196377,96.3,31.8,34,125,118,6.4,349,0.582345,Subur
55,2026-05-13 20:17:03.279295,96.3,31.8,34,125,118,6.4,349,0.582345,Subur
56,2026-05-13 20:18:05.419534,96.3,31.8,34,125,118,6.4,349,0.582345,Subur
57,2026-05-13 20:19:07.631515,96.3,31.8,34,125,118,6.4,349,0.582345,Subur
58,2026-05-13 20:20:09.729361,96.3,31.7,34,125,117,6.4,348,0.582345,Subur
59,2026-05-14 08:26:37.297477,91.8,29.8,15,81,73,7.2,257,0.549367,Subur
60,2026-05-14 08:27:39.969449,92.4,29.6,16,85,77,6.1,265,0.586157,Kurang Subur
61,2026-05-14 08:28:41.827761,92.4,29.6,17,86,79,5.8,268,0.596438,Kurang Subur
62,2026-05-14 09:07:08.330195,92.1,29.5,36,130,123,6.3,360,0.58634,Subur
63,2026-05-14 09:08:10.593396,92.1,29.5,36,130,123,6.3,360,0.58634,Subur
66,2026-05-14 15:53:20,87.0,32.8,6,61,53,6.5,216,0.569497,Kurang Subur
67,2026-05-14 15:54:22,87.0,32.8,8,64,57,5.8,223,0.593373,Kurang Subur
68,2026-05-14 15:55:31,86.5,32.8,8,65,57,5.4,224,0.606628,Kurang Subur
69,2026-05-14 16:00:32.454059,87.5,32.6,11,73,65,5.4,241,0.607649,Kurang Subur
70,2026-05-14 16:00:32.454059,87.0,32.6,12,75,67,5.4,245,0.60799,Kurang Subur
71,2026-05-14 16:00:32.454059,87.0,32.5,12,75,68,5.5,246,0.604676,Kurang Subur
72,2026-05-14 16:01:35.097644,87.0,32.4,13,76,68,5.6,247,0.601703,Kurang Subur
73,2026-05-14 16:02:37.706177,88.0,32.4,13,77,70,5.6,250,0.601703,Kurang Subur
74,2026-05-14 16:03:40.052408,88.0,32.3,13,77,70,5.6,250,0.601703,Kurang Subur
75,2026-05-14 16:04:42.580115,87.6,32.3,13,77,69,5.7,249,0.59839,Kurang Subur
76,2026-05-14 16:05:46.163461,87.5,32.2,13,77,69,5.6,249,0.601703,Kurang Subur
77,2026-05-14 16:06:48.926306,87.6,32.1,13,76,69,5.7,248,0.59839,Kurang Subur
78,2026-05-14 16:07:58,90.6,32.1,18,89,82,5.3,275,0.613347,Kurang Subur
79,2026-05-14 16:09:19,90.0,32.1,18,89,82,5.6,274,0.603406,Kurang Subur
80,2026-05-14 16:10:37,90.0,32.1,18,89,82,5.7,275,0.600092,Kurang Subur
81,2026-05-14 16:11:54,90.5,32.1,18,89,82,5.8,275,0.596779,Kurang Subur
82,2026-05-14 16:22:04,91.1,31.8,19,90,82,6.2,276,0.583865,Kurang Subur
83,2026-05-14 16:23:22,91.1,31.8,19,90,82,6.2,276,0.583865,Kurang Subur
84,2026-05-14 16:24:39,91.1,31.8,19,90,82,6.3,276,0.580551,Kurang Subur
85,2026-05-14 16:25:56,91.1,31.8,19,90,82,6.3,276,0.580551,Kurang Subur
86,2026-05-14 16:27:13,91.1,31.7,19,90,82,6.3,276,0.580551,Kurang Subur
87,2026-05-14 16:28:31,91.1,31.7,18,89,82,6.3,275,0.580211,Kurang Subur
88,2026-05-14 16:29:48,91.1,31.6,18,89,82,6.4,274,0.576897,Kurang Subur
89,2026-05-14 16:31:08,91.0,31.6,18,89,82,6.4,274,0.576897,Kurang Subur
90,2026-05-14 16:32:26,91.0,31.4,18,89,82,6.4,274,0.576897,Kurang Subur
91,2026-05-14 16:33:43,91.0,31.4,18,88,81,6.4,273,0.576897,Kurang Subur
92,2026-05-14 16:35:00,90.8,31.3,18,88,81,6.5,272,0.573583,Kurang Subur
93,2026-05-14 16:36:17,90.8,31.2,18,88,81,6.5,272,0.573583,Kurang Subur
94,2026-05-14 16:37:35,90.8,31.2,18,87,80,6.5,271,0.573583,Kurang Subur
95,2026-05-14 16:38:52,90.8,31.1,17,87,80,6.5,270,0.573243,Kurang Subur
96,2026-05-14 16:40:09,90.6,31.0,17,86,79,6.5,269,0.573243,Kurang Subur
97,2026-05-14 16:41:26,90.6,30.9,17,86,79,6.6,268,0.569929,Subur
98,2026-05-14 16:42:43,90.6,30.8,17,86,78,6.6,267,0.569929,Subur
99,2026-05-14 16:44:01,90.5,30.7,17,85,78,6.6,266,0.569929,Subur
100,2026-05-14 16:45:18,90.5,30.6,16,85,77,6.6,265,0.569589,Subur
101,2026-05-14 16:46:35,90.5,30.6,16,84,77,6.6,264,0.569589,Subur
102,2026-05-14 16:47:52,90.5,30.5,16,84,76,6.6,263,0.569589,Subur
103,2026-05-14 16:49:10,90.5,30.4,16,83,76,6.6,262,0.569589,Subur
104,2026-05-14 16:50:27,90.5,30.4,16,83,75,6.6,261,0.569589,Subur
105,2026-05-14 16:51:44,90.5,30.3,15,82,75,6.6,260,0.569248,Subur
106,2026-05-14 16:53:01,90.5,30.3,15,82,75,6.6,260,0.569248,Subur
107,2026-05-14 16:54:19,90.5,30.2,15,82,75,6.6,260,0.569248,Subur
108,2026-05-14 16:55:36,90.5,30.2,15,82,74,6.6,259,0.569248,Subur
109,2026-05-14 16:56:53,90.3,30.1,15,81,74,6.6,258,0.569248,Subur
110,2026-05-14 16:58:10,90.3,30.0,15,81,74,6.6,258,0.569248,Subur
111,2026-05-14 16:59:28,90.3,30.1,15,81,73,6.6,257,0.569248,Subur
112,2026-05-14 17:00:45,90.3,30.0,14,80,73,6.6,256,0.568908,Subur
113,2026-05-14 17:02:02,90.3,30.0,14,80,73,6.6,256,0.568908,Subur
114,2026-05-14 17:03:20,90.3,29.9,14,80,72,6.6,255,0.568908,Subur
115,2026-05-14 17:04:37,90.1,29.8,14,80,72,6.6,255,0.568908,Subur
116,2026-05-14 17:05:54,90.1,29.8,14,79,72,6.6,254,0.568908,Subur
117,2026-05-14 17:07:12,90.3,29.8,14,79,71,6.6,253,0.568908,Subur
118,2026-05-14 17:08:29,90.1,29.7,14,79,71,6.6,253,0.568908,Subur
119,2026-05-14 17:09:46,90.1,29.7,14,79,71,6.6,253,0.568908,Subur
120,2026-05-14 17:11:03,90.1,29.7,14,78,71,6.7,252,0.565594,Subur
121,2026-05-14 17:12:21,90.1,29.7,14,78,71,6.7,252,0.565594,Subur
122,2026-05-14 17:13:38,90.1,29.6,13,78,70,6.7,251,0.565253,Subur
123,2026-05-14 17:14:55,90.1,29.6,13,78,70,6.7,251,0.565253,Subur
124,2026-05-14 17:16:13,90.1,29.6,13,78,70,6.7,251,0.565253,Subur
125,2026-05-14 17:17:30,90.1,29.6,13,77,70,6.7,250,0.565253,Subur
126,2026-05-14 17:18:47,90.0,29.5,13,77,70,6.7,250,0.565253,Subur
127,2026-05-14 17:20:07,90.1,29.5,13,77,70,6.7,250,0.565253,Subur
128,2026-05-14 17:21:24,90.0,29.5,13,77,69,6.7,249,0.565253,Subur
129,2026-05-14 17:22:41,90.1,29.5,13,77,69,6.7,249,0.565253,Subur
130,2026-05-14 17:23:58,90.1,29.4,13,76,69,6.7,248,0.565253,Subur
131,2026-05-14 17:25:16,90.0,29.4,13,76,69,6.7,248,0.565253,Subur
132,2026-05-14 17:26:33,90.1,29.4,13,76,69,6.7,248,0.565253,Subur
133,2026-05-14 17:27:50,90.0,29.4,13,76,68,6.7,247,0.565253,Subur
134,2026-05-14 17:29:08,90.0,29.3,13,76,68,6.7,247,0.565253,Subur
135,2026-05-14 17:30:25,90.0,29.3,13,76,68,6.6,247,0.568567,Subur
136,2026-05-14 17:31:42,90.0,29.3,12,75,68,6.6,246,0.568227,Subur
137,2026-05-14 17:32:59,89.8,29.3,12,75,68,6.6,246,0.568227,Subur
138,2026-05-14 17:34:17,90.0,29.2,12,75,68,6.6,246,0.568227,Subur
139,2026-05-14 17:35:34,90.0,29.3,12,75,68,6.6,246,0.568227,Subur
146,2026-05-15 09:46:44,100.0,29.6,13,76,68,5.8,247,0.595076,Kurang Subur
147,2026-05-15 09:48:02,100.0,27.9,48,158,152,6.6,418,0.580485,Subur
148,2026-05-15 09:49:22,100.0,28.0,49,160,153,6.5,422,0.584139,Subur
149,2026-05-15 09:50:40,100.0,27.2,68,204,197,6.8,512,0.580668,Subur
150,2026-05-15 09:51:58,100.0,27.6,70,208,202,6.6,522,0.587977,Subur
152,2026-05-15 10:19:56,100.0,26.9,63,192,186,5.4,488,0.625356,Subur
153,2026-05-15 10:20:03,100.0,26.8,64,194,187,5.5,492,0.622383,Subur
154,2026-05-15 10:20:10,100.0,26.7,65,196,190,5.5,497,0.622724,Subur
155,2026-05-15 10:20:16,100.0,26.7,65,196,190,5.5,497,0.622724,Subur
156,2026-05-15 10:20:22,100.0,26.7,65,196,190,5.5,497,0.622724,Subur
157,2026-05-15 10:20:28,100.0,26.7,65,197,191,5.5,499,0.622724,Subur
158,2026-05-15 10:20:34,100.0,26.6,65,197,191,5.5,499,0.622724,Subur
159,2026-05-15 10:20:40,100.0,26.6,65,198,191,5.5,500,0.622724,Subur
160,2026-05-15 10:20:47,100.0,26.6,65,198,191,5.5,500,0.622724,Subur
161,2026-05-15 10:20:53,100.0,26.6,65,198,191,5.5,500,0.622724,Subur
162,2026-05-15 10:20:59,100.0,26.6,65,198,191,5.5,500,0.622724,Subur
163,2026-05-15 10:21:06,100.0,26.6,66,198,192,5.6,501,0.619751,Subur
164,2026-05-15 10:21:12,100.0,26.6,66,198,192,5.6,501,0.619751,Subur
165,2026-05-15 10:21:19,100.0,26.6,66,200,193,5.6,504,0.619751,Subur
166,2026-05-15 10:21:25,100.0,26.6,69,206,199,5.6,516,0.620772,Subur
167,2026-05-15 10:21:31,100.0,26.5,69,206,200,5.6,517,0.620772,Subur
168,2026-05-15 10:21:37,100.0,26.5,69,206,200,5.6,517,0.620772,Subur
169,2026-05-15 10:21:43,100.0,26.5,69,206,200,5.7,517,0.617458,Subur
170,2026-05-15 10:21:50,100.0,26.5,69,206,200,5.7,517,0.617458,Subur
171,2026-05-15 10:21:56,100.0,26.5,69,207,200,5.7,518,0.617458,Subur
172,2026-05-15 10:22:02,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
173,2026-05-15 10:22:08,100.0,26.5,69,207,201,5.7,519,0.617458,Subur
174,2026-05-15 10:22:15,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
175,2026-05-15 10:22:22,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
176,2026-05-15 10:22:27,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
177,2026-05-15 10:22:34,100.0,26.5,69,207,201,5.7,519,0.617458,Subur
178,2026-05-15 10:22:40,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
179,2026-05-15 10:22:46,100.0,26.5,69,207,201,5.7,519,0.617458,Subur
180,2026-05-15 10:22:52,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
181,2026-05-15 10:22:58,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
182,2026-05-15 10:23:04,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
183,2026-05-15 10:23:10,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
184,2026-05-15 10:23:16,100.0,26.5,70,208,201,5.7,520,0.617799,Subur
185,2026-05-15 10:23:22,100.0,26.5,69,207,201,5.8,519,0.614145,Subur
186,2026-05-15 10:23:28,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
187,2026-05-15 10:23:35,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
188,2026-05-15 10:23:41,100.0,26.5,69,207,201,5.8,519,0.614145,Subur
189,2026-05-15 10:23:47,100.0,26.5,69,207,201,5.8,519,0.614145,Subur
190,2026-05-15 10:23:53,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
191,2026-05-15 10:23:59,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
192,2026-05-15 10:24:05,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
193,2026-05-15 10:24:11,100.0,26.5,69,207,201,5.8,519,0.614145,Subur
194,2026-05-15 10:24:17,100.0,26.5,69,207,200,5.8,518,0.614145,Subur
195,2026-05-15 10:24:23,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
196,2026-05-15 10:24:30,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
197,2026-05-15 10:24:36,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
198,2026-05-15 10:24:42,100.0,26.5,70,208,201,5.8,520,0.614485,Subur
199,2026-05-15 10:24:48,100.0,26.5,70,208,201,5.9,520,0.611172,Subur
200,2026-05-15 10:24:54,100.0,26.5,70,208,201,5.9,520,0.611172,Subur
201,2026-05-15 10:25:00,100.0,26.5,70,208,201,5.9,520,0.611172,Subur
202,2026-05-15 10:25:07,100.0,26.5,70,208,201,5.9,520,0.611172,Subur
203,2026-05-15 10:25:14,100.0,26.5,70,208,201,5.9,520,0.611172,Subur
204,2026-05-15 10:25:20,100.0,26.5,70,208,201,5.9,520,0.611172,Subur
205,2026-05-15 10:25:26,100.0,26.5,70,208,201,5.9,520,0.611172,Subur
206,2026-05-15 10:25:32,100.0,26.5,70,208,201,5.9,520,0.611172,Subur
207,2026-05-15 10:25:38,100.0,26.6,70,208,201,5.9,520,0.611172,Subur
216,2026-05-15 10:26:35,100.0,27.7,43,147,140,6.2,394,0.592037,Subur
217,2026-05-15 10:26:41,100.0,27.8,44,148,141,6.8,397,0.572496,Subur
218,2026-05-15 10:26:47,100.0,27.6,45,151,144,6.6,403,0.579464,Subur
219,2026-05-15 10:26:53,100.0,27.5,45,152,145,6.5,404,0.582777,Subur
220,2026-05-15 10:27:00,100.0,27.5,46,152,145,6.5,405,0.583118,Subur
221,2026-05-15 10:27:06,100.0,27.5,46,152,145,6.5,405,0.583118,Subur
222,2026-05-15 10:27:12,100.0,27.5,46,153,146,6.4,406,0.586431,Subur
223,2026-05-15 10:27:18,100.0,27.4,46,153,146,6.4,407,0.586431,Subur
224,2026-05-15 10:27:24,100.0,27.4,46,153,146,6.4,407,0.586431,Subur
225,2026-05-15 10:27:30,100.0,27.4,46,154,147,6.4,408,0.586431,Subur
226,2026-05-15 10:27:37,100.0,27.5,45,151,144,6.4,402,0.586091,Subur
227,2026-05-15 10:27:43,100.0,27.5,46,153,146,6.3,407,0.589745,Subur
228,2026-05-15 10:27:50,100.0,27.5,46,154,147,6.3,408,0.589745,Subur
229,2026-05-15 10:27:58,100.0,27.5,46,154,147,6.3,409,0.589745,Subur
230,2026-05-15 10:28:04,100.0,27.4,46,154,147,6.2,409,0.593059,Subur
231,2026-05-15 10:28:10,100.0,27.4,46,154,147,6.2,409,0.593059,Subur
232,2026-05-15 10:28:16,100.0,27.4,47,154,148,6.2,410,0.593399,Subur
233,2026-05-15 10:28:22,100.0,27.4,47,154,148,6.2,410,0.593399,Subur
234,2026-05-15 10:28:29,100.0,27.4,47,154,148,6.2,410,0.593399,Subur
235,2026-05-15 10:28:35,100.0,27.4,47,154,148,6.2,410,0.593399,Subur
236,2026-05-15 10:28:41,100.0,27.4,47,154,148,6.2,410,0.593399,Subur
237,2026-05-15 10:28:47,100.0,27.4,47,154,148,6.2,410,0.593399,Subur
238,2026-05-15 10:28:53,100.0,27.4,47,154,148,6.2,410,0.593399,Subur
239,2026-05-15 10:28:59,100.0,27.4,47,155,148,6.1,411,0.596713,Subur
240,2026-05-15 10:29:05,100.0,27.4,47,154,148,6.1,410,0.596713,Subur
241,2026-05-15 10:29:12,100.0,27.4,47,154,148,6.1,410,0.596713,Subur
242,2026-05-15 10:29:18,100.0,27.4,47,154,148,6.1,410,0.596713,Subur
243,2026-05-15 10:29:24,100.0,27.4,46,154,147,6.1,409,0.596372,Subur
244,2026-05-15 10:29:30,100.0,27.4,43,146,139,6.1,393,0.595351,Subur
245,2026-05-15 10:29:36,100.0,27.4,43,146,139,6.1,392,0.595351,Subur
246,2026-05-15 10:29:42,100.0,27.4,44,148,141,6.1,397,0.595691,Subur
247,2026-05-15 10:29:48,100.0,27.3,44,149,142,6.1,398,0.595691,Subur
248,2026-05-15 10:29:55,100.0,27.3,44,149,142,6.1,399,0.595691,Subur
249,2026-05-15 10:30:03,100.0,27.3,45,150,143,6.1,400,0.596032,Subur
250,2026-05-15 10:30:10,100.0,27.3,45,150,143,6.2,400,0.592718,Subur
251,2026-05-15 10:30:16,100.0,27.3,45,150,143,6.2,400,0.592718,Subur
252,2026-05-15 10:30:22,100.0,27.3,45,150,143,6.2,401,0.592718,Subur
253,2026-05-15 10:30:29,100.0,27.3,45,150,143,6.2,401,0.592718,Subur
254,2026-05-15 10:30:35,100.0,27.3,45,150,143,6.2,401,0.592718,Subur
255,2026-05-15 10:30:44,100.0,27.3,45,151,144,6.2,402,0.592718,Subur
256,2026-05-15 10:30:50,100.0,27.3,45,151,144,6.2,402,0.592718,Subur
257,2026-05-15 10:30:56,100.0,27.3,45,151,144,6.2,402,0.592718,Subur
258,2026-05-15 10:31:03,100.0,27.4,45,150,143,6.5,401,0.582777,Subur
259,2026-05-15 10:31:08,100.0,27.4,45,151,144,6.4,402,0.586091,Subur
260,2026-05-15 10:31:15,100.0,27.4,45,151,144,6.4,403,0.586091,Subur
261,2026-05-15 10:31:21,100.0,27.4,45,151,144,6.3,403,0.589404,Subur
262,2026-05-15 10:31:27,100.0,27.4,45,151,144,6.3,403,0.589404,Subur
270,2026-05-15 10:32:17,100.0,25.9,3,55,47,5.7,203,0.594984,Kurang Subur
271,2026-05-15 10:32:23,100.0,29.7,8,65,58,7.2,225,0.546983,Subur
272,2026-05-15 10:32:30,100.0,30.6,15,82,74,6.8,259,0.562621,Subur
273,2026-05-15 10:32:36,100.0,30.4,16,84,77,6.6,264,0.569589,Subur
274,2026-05-15 10:32:42,100.0,30.2,16,85,77,6.5,265,0.572902,Kurang Subur
275,2026-05-15 10:32:49,100.0,30.1,17,85,78,6.5,266,0.573243,Kurang Subur
276,2026-05-15 10:32:55,100.0,30.1,17,86,78,6.5,267,0.573243,Kurang Subur
277,2026-05-15 10:33:01,100.0,30.1,17,86,78,6.5,267,0.573243,Kurang Subur
278,2026-05-15 10:33:07,100.0,30.0,17,86,78,6.5,267,0.573243,Kurang Subur
279,2026-05-15 10:33:13,100.0,30.0,17,86,79,6.5,268,0.573243,Kurang Subur
280,2026-05-15 10:33:20,100.0,29.9,17,86,79,6.5,268,0.573243,Kurang Subur
281,2026-05-15 10:33:26,100.0,29.9,17,86,79,6.5,269,0.573243,Kurang Subur
282,2026-05-15 10:33:32,100.0,29.9,17,86,79,6.5,269,0.573243,Kurang Subur
283,2026-05-15 10:33:38,100.0,29.9,17,86,79,6.5,269,0.573243,Kurang Subur
284,2026-05-15 10:33:45,100.0,29.9,17,86,79,6.5,269,0.573243,Kurang Subur
285,2026-05-15 10:33:51,100.0,29.9,18,89,82,6.6,274,0.57027,Subur
286,2026-05-15 10:33:57,100.0,29.8,19,90,83,6.5,277,0.573924,Kurang Subur
287,2026-05-15 10:34:03,100.0,29.7,19,91,84,6.5,279,0.573924,Kurang Subur
288,2026-05-15 10:34:09,100.0,29.7,19,91,84,6.5,279,0.573924,Kurang Subur
289,2026-05-15 10:34:15,100.0,29.7,19,91,84,6.5,279,0.573924,Kurang Subur
290,2026-05-15 10:34:22,100.0,29.7,20,92,84,6.5,280,0.574264,Kurang Subur
291,2026-05-15 10:34:28,100.0,29.7,20,92,84,6.5,280,0.574264,Kurang Subur
292,2026-05-15 10:34:34,100.0,29.7,20,92,84,6.5,280,0.574264,Kurang Subur
293,2026-05-15 10:34:40,100.0,29.7,20,92,85,6.6,281,0.570951,Subur
294,2026-05-15 10:34:46,100.0,29.7,20,92,85,6.6,281,0.570951,Subur
295,2026-05-15 10:34:53,100.0,29.7,20,92,85,6.6,281,0.570951,Subur
296,2026-05-15 10:34:59,100.0,29.7,20,93,85,6.6,282,0.570951,Subur
297,2026-05-15 10:35:05,100.0,29.7,20,93,85,6.6,282,0.570951,Subur
298,2026-05-15 10:35:11,100.0,29.7,20,93,85,6.6,282,0.570951,Subur
299,2026-05-15 10:35:18,100.0,29.7,20,93,86,6.6,283,0.570951,Subur
300,2026-05-15 10:35:24,100.0,29.7,20,93,86,6.6,283,0.570951,Subur
301,2026-05-15 10:35:30,100.0,29.7,20,93,86,6.6,283,0.570951,Subur
302,2026-05-15 10:35:36,100.0,29.7,20,93,86,6.6,283,0.570951,Subur
303,2026-05-15 10:35:42,100.0,29.7,20,93,86,6.7,283,0.567637,Subur
304,2026-05-15 10:35:48,100.0,29.6,20,93,86,6.7,283,0.567637,Subur
305,2026-05-15 10:35:54,100.0,29.7,20,93,86,6.7,283,0.567637,Subur
306,2026-05-15 10:36:00,100.0,29.7,20,94,86,6.7,284,0.567637,Subur
307,2026-05-15 10:36:06,100.0,29.7,20,93,86,6.7,283,0.567637,Subur
308,2026-05-15 10:36:12,100.0,29.7,20,94,86,6.7,284,0.567637,Subur
309,2026-05-15 10:36:19,100.0,29.7,20,94,86,6.7,284,0.567637,Subur
310,2026-05-15 10:36:25,100.0,29.7,20,94,86,6.7,284,0.567637,Subur
311,2026-05-15 10:36:31,100.0,29.7,20,94,86,6.7,284,0.567637,Subur
312,2026-05-15 10:36:37,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
313,2026-05-15 10:36:43,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
314,2026-05-15 10:36:49,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
315,2026-05-15 10:36:56,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
316,2026-05-15 10:37:02,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
317,2026-05-15 10:37:08,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
318,2026-05-15 10:37:15,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
319,2026-05-15 10:37:21,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
320,2026-05-15 10:37:27,100.0,29.7,21,94,87,6.8,285,0.564664,Subur
321,2026-05-15 10:37:33,100.0,29.7,21,95,87,6.8,286,0.564664,Subur
322,2026-05-15 10:37:39,100.0,29.7,21,95,87,6.8,286,0.564664,Subur
323,2026-05-15 10:37:45,100.0,29.7,21,95,87,6.9,286,0.56135,Subur
324,2026-05-15 10:37:51,100.0,29.7,21,95,87,6.9,286,0.56135,Subur
325,2026-05-15 10:37:58,100.0,29.7,21,94,87,6.9,285,0.56135,Subur
334,2026-05-15 10:38:54,100.0,32.8,37,132,125,6.4,364,0.583367,Subur
337,2026-05-15 10:39:13,100.0,31.4,18,88,81,6.5,272,0.573583,Kurang Subur
338,2026-05-15 10:39:19,100.0,31.7,25,103,96,6.3,304,0.582594,Subur
339,2026-05-15 10:39:26,100.0,31.4,27,109,102,6.3,316,0.583275,Subur
340,2026-05-15 10:39:32,100.0,31.0,28,112,105,6.3,322,0.583616,Subur
341,2026-05-15 10:39:38,100.0,30.8,28,113,105,6.4,323,0.580302,Subur
342,2026-05-15 10:39:45,100.0,30.7,28,113,105,6.5,323,0.576988,Subur
343,2026-05-15 10:39:51,100.0,30.6,28,113,105,6.6,323,0.573675,Subur
344,2026-05-15 10:39:57,100.0,30.6,29,113,106,6.6,324,0.574015,Subur
345,2026-05-15 10:40:03,100.0,30.5,29,113,106,6.7,324,0.570702,Subur
346,2026-05-15 10:40:09,100.0,30.5,29,113,106,6.7,325,0.570702,Subur
